City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,new plymouth,-39.0667,174.0833,12.12,69,100,9.06,NZ,1689868095
292,castillos,-34.1667,-53.8333,16.28,71,100,4.72,UY,1689868354
293,hailar,49.2,119.7,16.44,64,80,0.95,CN,1689868354
294,labrador city,52.9463,-66.9114,14.95,72,100,2.57,CA,1689868210
295,tosontsengel,48.7567,98.2839,11.28,81,56,2.44,MN,1689868354
296,aginskoye,51.1,114.53,15.01,53,32,0.97,RU,1689868354
297,kidal,18.4411,1.4078,40.67,17,39,6.66,ML,1689868354
298,prince rupert,54.3161,-130.3201,14.83,98,100,0.51,CA,1689868210
299,bikenibeu village,1.3673,173.1241,25.98,94,75,1.03,KI,1689868355
300,santa pola,38.1917,-0.5658,31.09,80,20,2.68,ES,1689868355
301,kristiansund,63.1115,7.732,15.36,58,40,4.63,NO,1689868355
302,sabang,5.8933,95.3214,29.01,74,52,10.78,ID,1689868355
303,saldanha,-33.0117,17.9442,16.03,62,0,5.72,ZA,1689868111
304,daday,41.4787,33.4667,24.3,54,0,2.09,TR,1689868355
305,fort bragg,35.139,-79.006,32.17,60,0,2.57,US,1689868355
306,ouagadougou,12.3642,-1.5383,32.07,66,40,4.63,BF,1689868356
307,ixtapa,20.7,-105.2,30.68,78,57,1.79,MX,1689868356
308,aioun,16.6614,-9.6149,39.47,25,94,8.76,MR,1689868356
309,auki,-8.7676,160.7034,25.39,91,98,1.56,SB,1689868356
310,babayevo,59.3936,35.9371,17.62,64,100,5.0,RU,1689868356
311,port douglas,-16.4833,145.4667,20.5,81,61,2.69,AU,1689868065
312,carutapera,-1.195,-46.02,30.38,58,13,3.65,BR,1689868357
313,ust-nera,64.5667,143.2,19.08,53,57,2.62,RU,1689868328
314,perugorria,-29.3413,-58.6106,19.06,55,88,3.89,AR,1689868357
315,zahedan,29.4963,60.8629,32.95,18,89,5.14,IR,1689868357
316,roosevelt,33.9668,-103.4505,28.83,24,92,5.03,US,1689868357
317,dolores,-36.3132,-57.6792,13.45,67,97,4.36,AR,1689868357
318,port-vila,-17.7338,168.3219,18.78,100,75,1.54,VU,1689868358
319,aweil,8.7682,27.4002,28.91,60,92,1.39,SS,1689868358
320,cu chi,10.9667,106.4667,26.01,90,99,2.29,VN,1689868358
321,labytnangi,66.6572,66.4183,21.08,75,91,4.52,RU,1689868358
322,kuala kangsar,4.7667,100.9333,26.96,96,100,0.7,MY,1689868358
323,homer,59.6425,-151.5483,13.76,94,75,0.0,US,1689868358
324,kangding,30.0513,101.9603,16.13,99,100,0.99,CN,1689868358
325,turpan,42.9333,89.1667,39.23,15,95,6.02,CN,1689868358
326,sakakah,29.9697,40.2064,42.76,8,0,3.7,SA,1689868358
327,chibougamau,49.9168,-74.3659,17.79,63,75,2.52,CA,1689868359
328,nongstoin,25.5167,91.2667,20.43,96,100,1.32,IN,1689868359
329,yamada,39.4667,141.95,19.13,93,96,0.2,JP,1689868359
330,happy valley-goose bay,53.3168,-60.3315,22.17,49,75,3.6,CA,1689868359
331,mujiayingzi,42.1167,118.7833,22.67,62,42,0.6,CN,1689868359
332,arua,3.0201,30.9111,22.76,64,79,2.19,UG,1689868359
333,khandyga,62.6667,135.6,15.43,83,81,1.5,RU,1689868359
334,mossel bay,-34.1831,22.146,11.96,67,32,8.56,ZA,1689868360
335,quinte west,44.1834,-77.5662,26.22,53,40,2.06,CA,1689868360
336,kroya,-7.6331,109.2461,22.93,90,32,3.27,ID,1689868360
337,vernon,50.2581,-119.2691,23.85,43,0,1.54,CA,1689868360
338,zemio,5.0314,25.1361,24.01,83,73,1.09,CF,1689868360
339,egersund,58.4513,5.9997,14.65,88,97,5.85,NO,1689868360
340,cadale,2.7603,46.3222,25.65,81,73,9.93,SO,1689868360
341,al kharijah,25.4514,30.5464,41.28,10,0,1.97,EG,1689868361
342,seminole,28.7086,-81.2081,34.63,68,0,2.57,US,1689868200
343,deming,32.2687,-107.7586,32.94,18,0,3.09,US,1689868361
344,kostanay,53.1667,63.5833,24.16,64,40,4.0,KZ,1689868361
345,zhangye,38.9342,100.4517,23.54,30,7,0.69,CN,1689868361
346,neftcala,39.3742,49.2472,26.37,61,0,4.04,AZ,1689868361
347,at taj,24.2049,23.2857,38.09,10,0,6.19,LY,1689868362
348,cabo san lucas,22.8909,-109.9124,34.78,51,40,2.06,MX,1689868320
349,beawar,26.1,74.3167,31.91,62,61,1.05,IN,1689868362
350,kupang,-10.1667,123.5833,24.45,77,76,6.44,ID,1689868362
351,sanibel,26.449,-82.0223,34.47,65,79,2.24,US,1689868362
352,chadron,42.8294,-102.9999,18.86,66,100,1.34,US,1689868362
353,hirara,24.8,125.2833,26.92,89,20,2.57,JP,1689868363
354,newman,37.3138,-121.0208,26.19,24,0,2.48,US,1689868363
355,illizi,26.4833,8.4667,40.89,9,0,8.23,DZ,1689868363
356,fort mcmurray,56.7268,-111.381,18.77,82,0,2.57,CA,1689868287
357,sinop,41.7711,34.8709,22.24,67,0,1.97,TR,1689868365
358,eureka,40.8021,-124.1637,14.4,94,69,1.34,US,1689868254
359,puerto armuelles,8.2833,-82.8667,30.99,81,31,1.79,PA,1689868365
360,zhelezinka,53.54,75.3072,23.82,47,62,4.71,KZ,1689868365
361,cill airne,52.05,-9.5167,16.03,67,40,3.09,IE,1689868367
362,bel ombre,-4.6167,55.4167,25.91,83,40,5.14,SC,1689868367
363,bandarbeyla,9.4942,50.8122,23.69,84,100,13.19,SO,1689868352
364,opuwo,-18.0607,13.84,24.74,9,0,1.24,NA,1689868367
365,piacabucu,-10.4056,-36.4344,26.39,63,2,6.4,BR,1689868367
366,prainha,-1.8,-53.48,33.81,41,8,2.76,BR,1689868367
367,tazacorte,28.629,-17.9293,26.19,76,75,7.2,ES,1689868367
368,weno,7.4515,151.8468,27.97,89,100,2.06,FM,1689868373
369,chinhoyi,-17.3667,30.2,19.48,31,0,2.27,ZW,1689868373
370,coquimbo,-29.9533,-71.3436,13.85,88,75,2.57,CL,1689868373
371,sikar,27.6167,75.15,33.46,50,97,1.75,IN,1689868373
372,matoury,4.8483,-52.3317,31.98,62,75,4.63,GF,1689868373
373,emerald,-23.5333,148.1667,16.86,67,43,2.71,AU,1689868373
374,seka,17.9285,103.9552,25.33,92,93,1.6,TH,1689868373
375,tobol'sk,58.2,68.2667,20.93,68,100,2.19,RU,1689868320
376,faya-largeau,17.9257,19.1043,39.18,25,4,6.63,TD,1689868374
377,north battleford,52.7834,-108.2847,20.22,88,0,1.54,CA,1689868374
378,chegdomyn,51.1167,133.0167,19.79,84,97,1.17,RU,1689868374
379,ambon,-3.6954,128.1814,26.6,95,40,3.09,ID,1689868374
380,huancavelica,-12.7667,-74.9833,7.79,47,5,3.69,PE,1689868217
381,queenstown,-31.8976,26.8753,4.13,79,79,5.91,ZA,1689868374
382,kawm umbu,24.4767,32.9463,43.7,7,0,5.68,EG,1689868375
383,brisas de zicatela,15.8369,-97.0419,31.38,51,5,1.56,MX,1689868375
384,yashkul',46.1711,45.3435,28.45,29,11,4.35,RU,1689868375
385,asaita,11.5636,41.4394,41.01,19,95,4.14,ET,1689868375
386,brookings,44.3114,-96.7984,21.25,76,46,1.79,US,1689868281
387,mount isa,-20.7333,139.5,18.87,55,39,2.57,AU,1689868375
388,machico,32.7,-16.7667,25.4,63,40,6.69,PT,1689868375
389,sola,-13.8833,167.55,24.37,100,100,2.06,VU,1689868375
390,howard springs,-12.497,131.047,22.95,64,10,2.7,AU,1689868376
391,coyhaique,-45.5752,-72.0662,2.97,93,100,0.0,CL,1689868376
392,mogok,22.9167,96.5,19.81,98,100,1.15,MM,1689868376
393,wuwei,37.9281,102.6414,20.21,39,57,1.72,CN,1689868376
394,arteche,12.2645,125.4048,25.69,88,93,1.18,PH,1689868376
395,laguna,38.421,-121.4238,30.05,70,0,0.0,US,1689868376
396,punto fijo,11.6956,-70.1996,31.32,57,7,13.35,VE,1689868376
397,tsengel,49.4783,100.8894,13.18,84,53,1.91,MN,1689868376
398,geraldton,-28.7667,114.6,6.23,93,0,2.57,AU,1689868377
399,qarazhal,48.0078,70.7903,26.69,26,13,2.53,KZ,1689868377
400,la puebla de montalban,39.863,-4.3592,36.96,8,0,10.03,ES,1689868377
401,urangan,-25.3,152.9,16.56,73,1,3.83,AU,1689868353
402,seaside,36.6111,-121.8516,13.09,96,100,0.0,US,1689868089
403,mahdia,35.5047,11.0622,35.97,39,0,4.52,TN,1689868377
404,south hedland,-20.4089,118.5983,16.96,67,47,1.54,AU,1689868377
405,colonia,50.9333,6.95,25.54,39,0,3.09,DE,1689868301
406,fortuna,40.5982,-124.1573,14.25,98,100,3.6,US,1689868277
407,ibarreta,-25.2144,-59.8585,25.46,39,55,3.55,AR,1689868378
408,waiuku,-37.25,174.75,14.58,95,100,6.52,NZ,1689868378
409,serres,41.0856,23.5497,37.03,42,16,4.05,GR,1689868378
410,katabu,-4.9333,122.5167,23.95,91,1,2.27,ID,1689868378
411,las varillas,-31.8721,-62.7195,18.51,40,55,7.38,AR,1689868378
412,bairnsdale,-37.8333,147.6167,9.47,76,80,0.45,AU,1689868378
413,midvagur,62.0511,-7.1939,9.46,93,100,9.26,FO,1689868378
414,nikolayevsk-on-amure,53.1406,140.73,16.27,99,57,1.76,RU,1689868378
415,basawul,34.2475,70.8722,34.65,45,2,3.76,AF,1689868379
416,saurimo,-9.6608,20.3916,29.32,19,10,1.64,AO,1689868379
417,noosa heads,-26.3833,153.15,12.41,85,3,4.04,AU,1689868379
418,long beach,33.767,-118.1892,28.34,77,0,2.24,US,1689868202
419,teuva,62.4819,21.7416,15.88,58,96,2.29,FI,1689868379
420,aljustrel,37.8776,-8.1652,30.93,26,0,7.95,PT,1689868379
421,namtsy,62.7161,129.6658,12.35,97,100,1.75,RU,1689868379
422,saint-francois,46.4154,3.9054,27.69,34,0,1.54,FR,1689868379
423,leamington,42.0549,-82.6062,28.3,79,29,6.71,CA,1689868379
424,puerto esperanza,-26.0152,-54.6731,20.82,57,84,2.81,AR,1689868380
425,rodolfo sanchez taboada,31.7167,-116.5667,20.06,83,81,1.34,MX,1689868380
426,callao,-12.0667,-77.15,22.16,64,75,2.06,PE,1689868385
427,acarau,-2.8856,-40.12,31.08,47,0,7.73,BR,1689868378
428,monze,-16.2833,27.4833,20.37,33,0,3.72,ZM,1689868385
429,chinde,26.8418,88.0763,21.12,83,88,1.72,NP,1689868385
430,paraiso,9.8383,-83.8656,23.48,76,93,2.55,CR,1689868386
431,mount gambier,-37.8333,140.7667,6.08,83,26,2.39,AU,1689868351
432,taltal,-25.4,-70.4833,19.14,67,68,1.7,CL,1689868386
433,mwaro,-3.5,29.6667,20.11,57,93,1.94,BI,1689868386
434,hithadhoo,-0.6,73.0833,28.09,77,26,7.63,MV,1689868386
435,xifeng,42.7372,124.7222,22.87,87,100,0.83,CN,1689868387
436,vorgashor,67.5833,63.95,21.98,70,93,2.95,RU,1689868387
437,tell city,37.9514,-86.7678,27.26,89,75,0.0,US,1689868387
438,guerrero negro,27.9769,-114.0611,22.46,69,96,5.01,MX,1689868170
439,okhotsk,59.3833,143.3,12.16,93,56,1.85,RU,1689868348
440,aripuana,-9.1667,-60.6333,34.72,25,32,1.86,BR,1689868387
441,mariental,-24.6333,17.9667,17.17,21,0,2.49,NA,1689868388
442,saint-pierre,-21.3393,55.4781,22.82,83,0,1.03,RE,1689868380
443,akureyri,65.6835,-18.0878,10.96,82,20,5.66,IS,1689868388
444,enriquillo,17.9,-71.2333,32.82,70,5,7.09,DO,1689868388
445,salamanca,40.8333,-6.0,29.88,18,3,7.95,ES,1689868388
446,island harbour,50.724,-1.2758,22.02,51,80,2.68,GB,1689868389
447,tyazhinskiy,56.116,88.524,20.49,61,99,3.83,RU,1689868389
448,margarita belen,-27.2616,-58.9722,22.81,47,90,3.18,AR,1689868389
449,vershino-darasunskiy,52.35,115.5167,11.71,58,21,1.37,RU,1689868389
450,mogadishu,2.0371,45.3438,26.93,83,75,8.75,SO,1689868374
451,shiyan,32.6475,110.7781,26.44,84,100,1.14,CN,1689868292
452,yuanlin,30.4151,112.8859,26.76,92,100,2.12,CN,1689868389
453,goure,13.9835,10.2704,37.36,26,76,5.16,NE,1689868389
454,knyaze-volkonskoye,48.4642,135.4567,23.19,84,80,2.95,RU,1689868390
455,mahina,-17.5065,-149.489,23.87,60,75,7.72,PF,1689868390
456,la passe,45.5549,-0.8967,27.13,57,92,5.99,FR,1689868248
457,kilju,40.9642,129.3278,20.23,96,10,0.5,KP,1689868390
458,chake chake,-5.2459,39.7666,23.88,83,43,5.13,TZ,1689868390
459,sarmiento,-45.5882,-69.07,4.79,93,100,1.45,AR,1689868390
460,noumea,-22.2763,166.4572,21.11,99,41,2.48,NC,1689868391
461,shindand,33.3029,62.1474,31.89,19,0,15.22,AF,1689868391
462,puerto aysen,-45.4,-72.7,5.02,93,100,0.0,CL,1689868254
463,modra,48.334,17.3071,28.59,34,0,4.63,SK,1689868391
464,bubaque,11.2833,-15.8333,26.34,84,100,7.88,GW,1689868391
465,kinzan,36.1031,127.4889,22.47,96,39,0.55,KR,1689868391
466,merizo village,13.2658,144.6691,28.31,89,100,3.09,GU,1689868392
467,la'ie,21.6477,-157.9253,25.98,83,90,4.02,US,1689868347
468,majene,-3.5403,118.9707,25.56,85,17,4.44,ID,1689868392
469,vodice,43.7608,15.7828,31.98,63,0,0.99,HR,1689868392
470,lusaka,-15.4067,28.2871,24.14,29,0,4.12,ZM,1689868157
471,lago da pedra,-4.3333,-45.1667,33.61,32,0,3.4,BR,1689868392
472,burley,42.5357,-113.7928,21.98,56,0,2.57,US,1689868392
473,doka,13.5167,35.7667,28.75,60,93,5.58,SD,1689868393
474,lensk,60.7253,114.9278,15.39,93,63,2.51,RU,1689868393
475,zaozersk,69.4005,32.4476,9.7,93,100,9.36,RU,1689868393
476,mazagao,-0.115,-51.2894,31.03,47,0,2.04,BR,1689868393
477,karratha,-20.7377,116.8463,19.81,50,2,3.45,AU,1689868270
478,pangody,65.85,74.4859,23.67,57,95,3.31,RU,1689868393
479,glendale,33.5387,-112.186,40.89,24,0,3.09,US,1689868326
480,san rafael del yuma,18.4299,-68.6739,32.11,50,38,5.64,DO,1689868394
481,nabire,-3.3667,135.4833,24.6,91,100,1.16,ID,1689868394
482,kashmor,28.4333,69.5833,38.15,41,76,3.34,PK,1689868394
483,awjilah,29.1081,21.2869,38.53,13,0,4.64,LY,1689868394
484,la union,-5.4,-80.75,27.28,54,7,4.12,PE,1689868394
485,sassnitz,54.5167,13.65,17.49,68,26,9.45,DE,1689868394
486,semporna,4.4818,118.6112,26.35,86,66,2.65,MY,1689868394
487,korla,41.7597,86.1469,33.29,19,14,4.99,CN,1689868395
488,edgewater,28.9889,-80.9023,33.39,78,48,0.45,US,1689868395
489,piranshahr,36.701,45.1413,26.57,32,71,1.0,IR,1689868395
490,gdansk,54.3521,18.6464,22.05,58,20,7.72,PL,1689868395
491,oriximina,-1.7656,-55.8661,34.72,35,33,2.35,BR,1689868395
492,deschutes river woods,43.9915,-121.3584,24.83,36,0,2.57,US,1689868395
493,belyy yar,53.6039,91.3903,21.94,64,0,1.0,RU,1689868396
494,thunder bay,48.4001,-89.3168,18.99,72,75,2.06,CA,1689868396
495,anloga,5.7947,0.8973,26.84,80,73,7.37,GH,1689868396
496,amarillo,35.222,-101.8313,29.46,68,0,0.45,US,1689868396
497,mata-utu,-13.2816,-176.1745,27.17,82,70,4.54,WF,1689868396
498,yakutsk,62.0339,129.7331,13.98,93,75,2.0,RU,1689868396
499,houghton,47.1219,-88.569,14.71,95,100,4.12,US,1689868397
500,whakatane,-37.9585,176.9854,13.62,83,100,1.34,NZ,1689868397
501,antsiranana,-12.2787,49.2917,26.42,69,20,3.09,MG,1689868397
502,palmer,42.1584,-72.3287,28.41,52,20,2.57,US,1689868199
503,fig tree,-33.0317,148.7511,7.67,53,43,2.16,AU,1689868397
504,orkney,-26.9802,26.6727,15.36,34,56,4.96,ZA,1689868397
505,hammerfest,70.6634,23.6821,9.25,93,75,5.14,NO,1689868387
506,itaituba,-4.2761,-55.9836,34.09,55,20,1.54,BR,1689868397
507,emmett,43.8735,-116.4993,30.2,35,0,1.34,US,1689868398
508,pasuquin,18.3328,120.6177,26.97,94,20,2.57,PH,1689868398
509,jaciara,-15.9653,-54.9683,34.3,25,0,1.32,BR,1689868398
510,sierra grande,-41.606,-65.3557,13.28,45,99,11.27,AR,1689868398
511,puerto real,36.5282,-6.1901,33.67,51,0,8.75,ES,1689868398
512,fauske,67.2588,15.3918,16.64,72,94,0.87,NO,1689868399
513,bumba,2.1833,22.4667,28.55,60,41,0.32,CD,1689868399
514,bouarfa,32.53,-1.95,38.22,7,24,4.83,MA,1689868399
515,malpe,13.35,74.7167,27.61,86,100,7.09,IN,1689868316
516,mecca,21.4267,39.8261,38.27,14,42,7.24,SA,1689868162
517,penzance,50.1186,-5.5371,19.62,68,20,5.66,GB,1689868399
518,melfort,52.8667,-104.6177,19.07,68,13,2.06,CA,1689868399
519,mejit,10.2753,170.8646,28.36,81,95,7.3,MH,1689868400
520,sume,-7.6717,-36.88,29.56,32,0,8.85,BR,1689868400
521,kapuskasing,49.4169,-82.4331,16.0,94,100,2.06,CA,1689868400
522,hilo,19.7297,-155.09,22.92,99,100,1.34,US,1689868392
523,giado,31.9582,12.0203,38.57,9,0,6.77,LY,1689868400
524,lorengau,-2.0226,147.2712,27.04,81,11,3.71,PG,1689868400
525,raton,36.9034,-104.4391,22.19,68,0,3.09,US,1689868400
526,basco,20.4487,121.9702,29.66,74,13,5.93,PH,1689868401
527,kudahuvadhoo,2.6708,72.8944,28.38,74,36,4.32,MV,1689868343
528,bure,10.7,37.0667,15.36,93,100,1.13,ET,1689868401
529,faxinal,-24.0003,-51.3194,20.86,60,8,2.79,BR,1689868401
530,ancud,-41.8697,-73.8203,11.58,90,89,9.27,CL,1689868401
531,mpulungu,-8.7623,31.1141,24.01,43,3,1.58,ZM,1689868401
532,kailua-kona,19.6406,-155.9956,28.66,91,75,3.6,US,1689868401
533,selebi-phikwe,-21.979,27.8498,15.11,69,86,8.01,BW,1689868401
534,tauranga,-37.6861,176.1667,12.19,86,100,2.68,NZ,1689868402
535,batangafo,7.3008,18.2833,28.14,74,84,1.26,CF,1689868402
536,maturin,9.75,-63.1767,28.34,73,100,3.19,VE,1689868402
537,new norfolk,-42.7826,147.0587,7.06,97,65,1.33,AU,1689868402
538,hami,42.8,93.45,34.23,11,61,2.23,CN,1689868392
539,assab,13.0092,42.7394,32.98,66,100,8.2,ER,1689868402
540,savannakhet,16.566,104.751,25.67,90,94,1.57,LA,1689868402
541,sao mateus do maranhao,-4.0417,-44.475,34.07,31,0,3.22,BR,1689868403
542,tual,-5.6667,132.75,26.5,81,58,7.95,ID,1689868403
543,sakchu-up,40.3894,125.0467,23.12,87,80,0.89,KP,1689868403
544,nizhneangarsk,55.7833,109.55,12.67,71,10,4.7,RU,1689868403
545,tevriz,57.509,72.4042,18.03,93,58,0.9,RU,1689868403
546,buritis,-15.6178,-46.4233,29.54,29,49,6.0,BR,1689868207
547,kalmunai,7.4167,81.8167,28.99,58,83,3.42,LK,1689868122
548,coronel suarez,-37.4547,-61.9334,12.46,52,54,7.1,AR,1689868405
549,ribas do rio pardo,-20.4431,-53.7592,28.52,42,20,5.27,BR,1689868405
550,tenancingo de degollado,18.9667,-99.6,21.76,61,63,1.62,MX,1689868405
551,saint croix,17.7397,-64.7388,31.09,75,100,7.2,VI,1689868405
552,kisangani,0.5167,25.2,30.2,66,20,3.09,CD,1689868405
553,san antonio de pale,-1.4014,5.6325,23.83,78,26,5.15,GQ,1689868293
554,argo,37.6333,22.7333,35.44,27,0,2.04,GR,1689868406
555,inebolu,41.9747,33.7608,25.43,74,0,3.52,TR,1689868406
556,tocopilla,-22.092,-70.1979,19.82,68,35,0.84,CL,1689868406
557,salalah,17.0151,54.0924,26.05,94,100,3.6,OM,1689868221
558,cidreira,-30.1811,-50.2056,16.44,82,100,7.98,BR,1689868406
559,la fria,8.2203,-72.2439,33.06,38,25,3.29,VE,1689868406
560,harlingen,26.1906,-97.6961,33.83,69,40,8.23,US,1689868121
561,tabou,4.423,-7.3528,25.92,83,100,5.34,CI,1689868407
562,hovd,48.0056,91.6419,25.91,24,71,4.75,MN,1689868407
563,lhasa,29.65,91.1,15.36,52,31,1.53,CN,1689868407
564,sovetskaya gavan',48.9723,140.2878,16.99,98,100,1.61,RU,1689868408
565,jackson,42.4165,-122.8345,22.78,61,0,0.0,US,1689868394
566,karaton,-6.3424,106.1045,23.37,85,72,0.39,ID,1689868408
567,nyagan,62.1406,65.3936,20.73,72,79,1.88,RU,1689868408
568,motygino,58.1831,94.7592,17.05,60,0,1.88,RU,1689868408
569,along,28.1667,94.7667,25.41,91,99,0.49,IN,1689868408
570,minot air force base,48.4209,-101.3391,21.1,75,0,4.12,US,1689868408
571,broken hill,-31.95,141.4333,10.17,67,98,6.83,AU,1689868409
572,gondar,12.6,37.4667,16.2,86,100,3.41,ET,1689868409
573,mirny,62.5353,113.9611,15.1,68,42,2.13,RU,1689868409
574,isangel,-19.55,169.2667,21.71,78,66,5.91,VU,1689868409
575,alice springs,-23.7,133.8833,9.75,66,16,1.54,AU,1689868121
576,south venice,27.0531,-82.4243,33.92,74,0,4.63,US,1689868409
577,ghat,24.9647,10.1728,38.25,10,0,4.89,LY,1689868410
578,gorontalo,0.5412,123.0595,23.92,94,24,1.32,ID,1689868410
579,filadelfia,39.9523,-75.1638,30.32,63,40,3.6,US,1689868125
580,nanning,22.8167,108.3167,27.25,90,99,2.1,CN,1689868145
581,mazatlan,23.2167,-106.4167,32.79,82,8,1.34,MX,1689868354
582,kapa'a,22.0752,-159.319,26.18,86,75,7.2,US,1689868410
583,barcelos,41.5388,-8.6151,26.06,59,27,5.79,PT,1689868274
